IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.64.31,4,4,0.00,5.00,0.00,N/A
104.27.92.122,4,4,0.00,5.00,0.00,N/A
162.159.40.76,4,4,0.00,5.00,0.00,N/A
104.18.233.162,4,4,0.00,5.00,0.00,N/A
172.66.130.5,4,4,0.00,5.00,0.00,N/A
173.245.49.53,4,4,0.00,5.00,0.00,N/A
172.64.155.206,4,4,0.00,5.00,0.00,N/A
104.19.105.241,4,4,0.00,5.00,0.00,N/A
104.25.235.103,4,4,0.00,5.00,0.00,N/A
172.67.186.199,4,4,0.00,5.01,0.00,N/A
172.67.208.48,4,4,0.00,5.01,0.00,N/A
172.66.193.106,4,4,0.00,5.01,0.00,N/A
172.65.11.100,4,4,0.00,5.01,0.00,N/A
104.20.32.187,4,4,0.00,5.01,0.00,N/A
104.19.43.0,4,4,0.00,5.01,0.00,N/A
104.19.50.53,4,4,0.00,5.01,0.00,N/A
104.16.122.228,4,4,0.00,5.01,0.00,N/A
104.18.180.180,4,4,0.00,5.01,0.00,N/A
104.18.204.16,4,4,0.00,5.01,0.00,N/A
104.17.40.4,4,4,0.00,5.01,0.00,N/A
172.65.147.233,4,4,0.00,5.01,0.00,N/A
172.65.161.97,4,4,0.00,5.01,0.00,N/A
104.18.7.164,4,4,0.00,5.01,0.00,N/A
104.27.21.155,4,4,0.00,5.01,0.00,N/A
104.19.152.36,4,4,0.00,5.01,0.00,N/A
172.65.26.69,4,4,0.00,5.01,0.00,N/A
104.19.205.57,4,4,0.00,5.01,0.00,N/A
104.27.33.28,4,4,0.00,5.01,0.00,N/A
172.67.110.97,4,4,0.00,5.01,0.00,N/A
104.21.127.0,4,4,0.00,5.01,0.00,N/A
104.18.197.20,4,4,0.00,5.01,0.00,N/A
104.18.83.100,4,4,0.00,5.01,0.00,N/A
104.18.243.25,4,4,0.00,5.01,0.00,N/A
172.67.215.8,4,4,0.00,5.01,0.00,N/A
104.18.75.80,4,4,0.00,5.01,0.00,N/A
104.27.106.157,4,4,0.00,5.01,0.00,N/A
104.25.98.150,4,4,0.00,5.01,0.00,N/A
104.16.216.24,4,4,0.00,5.01,0.00,N/A
104.26.12.254,4,4,0.00,5.01,0.00,N/A
172.65.240.249,4,4,0.00,5.01,0.00,N/A
104.25.185.218,4,4,0.00,5.01,0.00,N/A
162.159.235.103,4,4,0.00,5.01,0.00,N/A
104.26.6.58,4,4,0.00,5.01,0.00,N/A
104.21.86.19,4,4,0.00,5.01,0.00,N/A
172.65.64.162,4,4,0.00,5.01,0.00,N/A
104.21.58.182,4,4,0.00,5.01,0.00,N/A
104.25.134.231,4,4,0.00,5.01,0.00,N/A
104.27.22.49,4,4,0.00,5.01,0.00,N/A
104.18.78.14,4,4,0.00,5.01,0.00,N/A
172.66.195.150,4,4,0.00,5.01,0.00,N/A
172.67.188.246,4,4,0.00,5.01,0.00,N/A
104.25.184.143,4,4,0.00,5.01,0.00,N/A
104.16.229.10,4,4,0.00,5.01,0.00,N/A
104.17.4.132,4,4,0.00,5.01,0.00,N/A
104.19.119.30,4,4,0.00,5.01,0.00,N/A
104.27.104.217,4,4,0.00,5.01,0.00,N/A
104.25.181.126,4,4,0.00,5.01,0.00,N/A
172.66.197.121,4,4,0.00,5.01,0.00,N/A
104.27.36.147,4,4,0.00,5.01,0.00,N/A
190.93.246.159,4,4,0.00,5.01,0.00,N/A
104.19.208.109,4,4,0.00,5.01,0.00,N/A
104.18.200.207,4,4,0.00,5.02,0.00,N/A
104.20.50.103,4,4,0.00,5.02,0.00,N/A
172.67.217.109,4,4,0.00,5.02,0.00,N/A
104.19.10.86,4,4,0.00,5.02,0.00,N/A
198.41.204.69,4,4,0.00,5.02,0.00,N/A
104.27.112.45,4,4,0.00,5.02,0.00,N/A
104.21.94.130,4,4,0.00,5.02,0.00,N/A
104.18.125.78,4,4,0.00,5.02,0.00,N/A
104.18.34.246,4,4,0.00,5.02,0.00,N/A
104.18.155.77,4,4,0.00,5.02,0.00,N/A
104.24.24.224,4,4,0.00,5.02,0.00,N/A
172.64.52.193,4,4,0.00,5.02,0.00,N/A
104.24.181.244,4,4,0.00,5.02,0.00,N/A
104.25.204.62,4,4,0.00,5.02,0.00,N/A
104.21.10.228,4,4,0.00,5.02,0.00,N/A
104.27.85.166,4,4,0.00,5.02,0.00,N/A
162.159.3.100,4,4,0.00,5.02,0.00,N/A
172.65.153.29,4,4,0.00,5.02,0.00,N/A
104.18.207.28,4,4,0.00,5.02,0.00,N/A
104.21.54.203,4,4,0.00,5.02,0.00,N/A
104.26.10.215,4,4,0.00,5.02,0.00,N/A
162.159.19.155,4,4,0.00,5.02,0.00,N/A
172.67.159.114,4,4,0.00,5.02,0.00,N/A
104.18.70.225,4,4,0.00,5.02,0.00,N/A
172.65.47.72,4,4,0.00,5.02,0.00,N/A
104.27.101.14,4,4,0.00,5.02,0.00,N/A
172.65.15.164,4,4,0.00,5.02,0.00,N/A
190.93.245.181,4,4,0.00,5.02,0.00,N/A
104.21.48.72,4,4,0.00,5.02,0.00,N/A
172.65.79.194,4,4,0.00,5.02,0.00,N/A
104.21.1.111,4,4,0.00,5.02,0.00,N/A
172.66.163.182,4,4,0.00,5.02,0.00,N/A
104.24.49.118,4,4,0.00,5.02,0.00,N/A
162.159.144.17,4,4,0.00,5.02,0.00,N/A
172.65.218.96,4,4,0.00,5.02,0.00,N/A
172.65.13.204,4,4,0.00,5.02,0.00,N/A
104.19.33.67,4,4,0.00,5.02,0.00,N/A
104.25.248.76,4,4,0.00,5.02,0.00,N/A
104.16.26.34,4,4,0.00,5.02,0.00,N/A
104.18.101.46,4,4,0.00,5.02,0.00,N/A
104.16.242.201,4,4,0.00,5.02,0.00,N/A
104.16.161.78,4,4,0.00,5.02,0.00,N/A
104.16.244.187,4,4,0.00,5.02,0.00,N/A
172.65.222.168,4,4,0.00,5.02,0.00,N/A
104.16.248.129,4,4,0.00,5.02,0.00,N/A
172.64.93.188,4,4,0.00,5.02,0.00,N/A
104.19.63.174,4,4,0.00,5.02,0.00,N/A
104.17.8.199,4,4,0.00,5.02,0.00,N/A
104.17.183.42,4,4,0.00,5.02,0.00,N/A
104.19.26.132,4,4,0.00,5.02,0.00,N/A
172.67.145.108,4,4,0.00,5.02,0.00,N/A
104.18.105.222,4,4,0.00,5.02,0.00,N/A
104.16.129.159,4,4,0.00,5.02,0.00,N/A
104.16.148.184,4,4,0.00,5.02,0.00,N/A
104.18.203.184,4,4,0.00,5.02,0.00,N/A
162.159.237.115,4,4,0.00,5.02,0.00,N/A
104.21.122.27,4,4,0.00,5.02,0.00,N/A
104.19.23.119,4,4,0.00,5.02,0.00,N/A
104.27.42.189,4,4,0.00,5.02,0.00,N/A
104.19.91.5,4,4,0.00,5.02,0.00,N/A
104.16.170.186,4,4,0.00,5.03,0.00,N/A
104.19.66.196,4,4,0.00,5.03,0.00,N/A
172.65.43.214,4,4,0.00,5.03,0.00,N/A
104.17.64.50,4,4,0.00,5.03,0.00,N/A
104.16.221.23,4,4,0.00,5.03,0.00,N/A
104.20.48.247,4,4,0.00,5.03,0.00,N/A
104.16.92.217,4,4,0.00,5.03,0.00,N/A
172.67.150.64,4,4,0.00,5.03,0.00,N/A
104.27.39.64,4,4,0.00,5.03,0.00,N/A
172.65.169.30,4,4,0.00,5.03,0.00,N/A
162.159.38.96,4,4,0.00,5.03,0.00,N/A
104.25.249.86,4,4,0.00,5.03,0.00,N/A
104.18.86.9,4,4,0.00,5.03,0.00,N/A
104.16.101.57,4,4,0.00,5.03,0.00,N/A
104.19.116.219,4,4,0.00,5.03,0.00,N/A
104.21.80.156,4,4,0.00,5.03,0.00,N/A
104.19.99.118,4,4,0.00,5.03,0.00,N/A
172.67.246.129,4,4,0.00,5.03,0.00,N/A
172.65.156.3,4,4,0.00,5.03,0.00,N/A
172.67.204.142,4,4,0.00,5.03,0.00,N/A
104.18.156.192,4,4,0.00,5.03,0.00,N/A
104.24.10.155,4,4,0.00,5.03,0.00,N/A
104.18.147.101,4,4,0.00,5.03,0.00,N/A
104.21.216.196,4,4,0.00,5.03,0.00,N/A
162.159.233.235,4,4,0.00,5.03,0.00,N/A
104.27.18.179,4,4,0.00,5.03,0.00,N/A
104.19.32.89,4,4,0.00,5.03,0.00,N/A
104.21.219.59,4,4,0.00,5.03,0.00,N/A
172.67.137.145,4,4,0.00,5.03,0.00,N/A
104.21.76.158,4,4,0.00,5.03,0.00,N/A
104.18.41.215,4,4,0.00,5.03,0.00,N/A
104.19.40.53,4,4,0.00,5.03,0.00,N/A
172.65.91.244,4,4,0.00,5.03,0.00,N/A
104.21.14.205,4,4,0.00,5.03,0.00,N/A
172.64.81.60,4,4,0.00,5.03,0.00,N/A
172.66.215.46,4,4,0.00,5.03,0.00,N/A
104.19.169.1,4,4,0.00,5.03,0.00,N/A
172.65.136.99,4,4,0.00,5.03,0.00,N/A
104.24.84.87,4,4,0.00,5.03,0.00,N/A
104.17.25.23,4,4,0.00,5.03,0.00,N/A
162.159.41.155,4,4,0.00,5.03,0.00,N/A
104.31.16.74,4,4,0.00,5.03,0.00,N/A
104.24.76.147,4,4,0.00,5.03,0.00,N/A
104.19.44.35,4,4,0.00,5.03,0.00,N/A
104.19.224.108,4,4,0.00,5.03,0.00,N/A
162.159.197.57,4,4,0.00,5.03,0.00,N/A
172.67.129.197,4,4,0.00,5.03,0.00,N/A
104.19.19.170,4,4,0.00,5.03,0.00,N/A
104.25.177.105,4,4,0.00,5.03,0.00,N/A
172.65.10.153,4,4,0.00,5.03,0.00,N/A
104.25.245.187,4,4,0.00,5.04,0.00,N/A
172.67.234.63,4,4,0.00,5.04,0.00,N/A
104.21.108.194,4,4,0.00,5.04,0.00,N/A
104.18.128.184,4,4,0.00,5.04,0.00,N/A
104.24.69.13,4,4,0.00,5.04,0.00,N/A
172.67.113.232,4,4,0.00,5.04,0.00,N/A
104.24.31.77,4,4,0.00,5.04,0.00,N/A
104.19.118.188,4,4,0.00,5.04,0.00,N/A
104.19.106.73,4,4,0.00,5.04,0.00,N/A
104.18.227.185,4,4,0.00,5.04,0.00,N/A
104.21.203.218,4,4,0.00,5.04,0.00,N/A
172.66.171.23,4,4,0.00,5.04,0.00,N/A
104.21.2.56,4,4,0.00,5.04,0.00,N/A
104.18.191.116,4,4,0.00,5.04,0.00,N/A
104.24.26.216,4,4,0.00,5.04,0.00,N/A
162.159.94.43,4,4,0.00,5.04,0.00,N/A
104.25.176.200,4,4,0.00,5.04,0.00,N/A
104.19.62.29,4,4,0.00,5.04,0.00,N/A
172.65.105.183,4,4,0.00,5.04,0.00,N/A
104.16.167.145,4,4,0.00,5.04,0.00,N/A
104.21.44.113,4,4,0.00,5.04,0.00,N/A
104.25.7.189,4,4,0.00,5.04,0.00,N/A
104.27.35.30,4,4,0.00,5.04,0.00,N/A
104.16.17.221,4,4,0.00,5.04,0.00,N/A
104.16.73.240,4,4,0.00,5.04,0.00,N/A
104.24.4.226,4,4,0.00,5.04,0.00,N/A
198.41.207.6,4,4,0.00,5.04,0.00,N/A
172.64.72.216,4,4,0.00,5.04,0.00,N/A
104.17.12.4,4,4,0.00,5.04,0.00,N/A
172.66.192.228,4,4,0.00,5.04,0.00,N/A
104.17.46.223,4,4,0.00,5.04,0.00,N/A
104.19.3.129,4,4,0.00,5.04,0.00,N/A
104.21.209.107,4,4,0.00,5.04,0.00,N/A
104.27.206.58,4,4,0.00,5.04,0.00,N/A
104.24.1.140,4,4,0.00,5.04,0.00,N/A
104.16.87.59,4,4,0.00,5.04,0.00,N/A
172.65.72.64,4,4,0.00,5.04,0.00,N/A
172.66.161.6,4,4,0.00,5.04,0.00,N/A
104.25.172.135,4,4,0.00,5.04,0.00,N/A
104.19.82.27,4,4,0.00,5.04,0.00,N/A
104.19.6.163,4,4,0.00,5.04,0.00,N/A
172.64.69.10,4,4,0.00,5.04,0.00,N/A
104.25.180.218,4,4,0.00,5.04,0.00,N/A
104.27.195.250,4,4,0.00,5.04,0.00,N/A
104.16.198.195,4,4,0.00,5.04,0.00,N/A
104.20.40.176,4,4,0.00,5.04,0.00,N/A
172.67.87.149,4,4,0.00,5.04,0.00,N/A
162.159.133.58,4,4,0.00,5.04,0.00,N/A
104.18.212.220,4,4,0.00,5.04,0.00,N/A
104.27.34.65,4,4,0.00,5.04,0.00,N/A
172.65.58.86,4,4,0.00,5.04,0.00,N/A
104.21.211.53,4,4,0.00,5.04,0.00,N/A
104.27.199.161,4,4,0.00,5.04,0.00,N/A
104.19.128.10,4,4,0.00,5.04,0.00,N/A
172.67.68.186,4,4,0.00,5.04,0.00,N/A
104.18.205.29,4,4,0.00,5.04,0.00,N/A
162.159.61.39,4,4,0.00,5.05,0.00,N/A
172.67.90.102,4,4,0.00,5.05,0.00,N/A
104.24.92.97,4,4,0.00,5.05,0.00,N/A
172.66.210.49,4,4,0.00,5.05,0.00,N/A
172.65.131.81,4,4,0.00,5.05,0.00,N/A
104.19.108.92,4,4,0.00,5.05,0.00,N/A
104.21.96.45,4,4,0.00,5.05,0.00,N/A
172.67.193.221,4,4,0.00,5.05,0.00,N/A
172.65.233.233,4,4,0.00,5.05,0.00,N/A
104.16.162.23,4,4,0.00,5.05,0.00,N/A
104.16.160.132,4,4,0.00,5.05,0.00,N/A
104.25.223.231,4,4,0.00,5.05,0.00,N/A
104.25.221.106,4,4,0.00,5.05,0.00,N/A
104.18.158.100,4,4,0.00,5.05,0.00,N/A
172.64.43.113,4,4,0.00,5.05,0.00,N/A
104.25.190.14,4,4,0.00,5.05,0.00,N/A
104.19.1.84,4,4,0.00,5.05,0.00,N/A
104.18.152.55,4,4,0.00,5.05,0.00,N/A
104.25.247.23,4,4,0.00,5.05,0.00,N/A
104.19.252.158,4,4,0.00,5.05,0.00,N/A
104.24.55.155,4,4,0.00,5.05,0.00,N/A
104.25.142.13,4,4,0.00,5.05,0.00,N/A
104.25.119.45,4,4,0.00,5.05,0.00,N/A
104.16.225.115,4,4,0.00,5.05,0.00,N/A
172.66.212.132,4,4,0.00,5.05,0.00,N/A
104.18.109.0,4,4,0.00,5.05,0.00,N/A
172.67.216.188,4,4,0.00,5.05,0.00,N/A
104.27.61.130,4,4,0.00,5.05,0.00,N/A
188.114.99.207,4,4,0.00,5.05,0.00,N/A
104.25.140.213,4,4,0.00,5.05,0.00,N/A
104.18.232.60,4,4,0.00,5.05,0.00,N/A
104.19.51.149,4,4,0.00,5.05,0.00,N/A
104.19.13.137,4,4,0.00,5.05,0.00,N/A
104.25.222.83,4,4,0.00,5.05,0.00,N/A
172.67.170.244,4,4,0.00,5.05,0.00,N/A
104.17.250.127,4,4,0.00,5.05,0.00,N/A
104.17.53.162,4,4,0.00,5.05,0.00,N/A
104.19.181.70,4,4,0.00,5.05,0.00,N/A
104.16.147.218,4,4,0.00,5.05,0.00,N/A
104.18.213.96,4,4,0.00,5.06,0.00,N/A
172.65.12.208,4,4,0.00,5.06,0.00,N/A
162.159.128.236,4,4,0.00,5.06,0.00,N/A
104.25.208.59,4,4,0.00,5.06,0.00,N/A
104.16.46.12,4,4,0.00,5.06,0.00,N/A
104.16.206.35,4,4,0.00,5.06,0.00,N/A
104.17.221.75,4,4,0.00,5.06,0.00,N/A
172.67.112.193,4,4,0.00,5.06,0.00,N/A
104.17.73.158,4,4,0.00,5.06,0.00,N/A
104.25.210.46,4,4,0.00,5.06,0.00,N/A
104.18.237.180,4,4,0.00,5.06,0.00,N/A
104.16.189.98,4,4,0.00,5.06,0.00,N/A
162.159.39.236,4,4,0.00,5.06,0.00,N/A
104.20.18.35,4,4,0.00,5.06,0.00,N/A
104.16.172.198,4,4,0.00,5.06,0.00,N/A
172.64.67.34,4,4,0.00,5.06,0.00,N/A
104.16.195.123,4,4,0.00,5.06,0.00,N/A
104.25.167.36,4,4,0.00,5.06,0.00,N/A
104.19.232.65,4,4,0.00,5.06,0.00,N/A
104.18.122.123,4,4,0.00,5.06,0.00,N/A
104.24.71.130,4,4,0.00,5.06,0.00,N/A
172.64.147.190,4,4,0.00,5.06,0.00,N/A
104.16.114.239,4,4,0.00,5.06,0.00,N/A
162.159.23.132,4,4,0.00,5.06,0.00,N/A
104.16.145.134,4,4,0.00,5.06,0.00,N/A
172.65.248.196,4,4,0.00,5.06,0.00,N/A
104.25.164.29,4,4,0.00,5.06,0.00,N/A
104.27.90.192,4,4,0.00,5.06,0.00,N/A
104.16.209.98,4,4,0.00,5.06,0.00,N/A
104.24.8.93,4,4,0.00,5.06,0.00,N/A
104.19.220.80,4,4,0.00,5.06,0.00,N/A
104.17.14.166,4,4,0.00,5.06,0.00,N/A
104.24.90.20,4,4,0.00,5.06,0.00,N/A
104.24.86.134,4,4,0.00,5.06,0.00,N/A
172.67.80.253,4,4,0.00,5.06,0.00,N/A
104.16.196.79,4,4,0.00,5.06,0.00,N/A
108.162.193.151,4,4,0.00,5.06,0.00,N/A
104.17.38.198,4,4,0.00,5.06,0.00,N/A
104.20.11.90,4,4,0.00,5.06,0.00,N/A
104.25.121.169,4,4,0.00,5.06,0.00,N/A
104.19.179.72,4,4,0.00,5.06,0.00,N/A
104.27.207.102,4,4,0.00,5.06,0.00,N/A
104.25.183.78,4,4,0.00,5.06,0.00,N/A
172.66.167.209,4,4,0.00,5.06,0.00,N/A
104.18.183.252,4,4,0.00,5.06,0.00,N/A
104.16.197.60,4,4,0.00,5.06,0.00,N/A
104.19.114.192,4,4,0.00,5.06,0.00,N/A
198.41.205.176,4,4,0.00,5.06,0.00,N/A
104.25.206.142,4,4,0.00,5.06,0.00,N/A
172.64.98.225,4,4,0.00,5.06,0.00,N/A
104.19.7.97,4,4,0.00,5.06,0.00,N/A
104.16.67.179,4,4,0.00,5.06,0.00,N/A
104.16.105.37,4,4,0.00,5.06,0.00,N/A
104.17.37.80,4,4,0.00,5.07,0.00,N/A
104.16.42.110,4,4,0.00,5.07,0.00,N/A
104.20.31.65,4,4,0.00,5.07,0.00,N/A
104.24.70.27,4,4,0.00,5.07,0.00,N/A
104.19.25.249,4,4,0.00,5.07,0.00,N/A
104.16.79.71,4,4,0.00,5.07,0.00,N/A
104.17.44.139,4,4,0.00,5.07,0.00,N/A
104.21.0.26,4,4,0.00,5.07,0.00,N/A
104.19.127.111,4,4,0.00,5.07,0.00,N/A
104.16.128.44,4,4,0.00,5.07,0.00,N/A
104.17.104.248,4,4,0.00,5.07,0.00,N/A
104.16.134.36,4,4,0.00,5.07,0.00,N/A
172.67.238.23,4,4,0.00,5.07,0.00,N/A
162.159.22.2,4,4,0.00,5.07,0.00,N/A
104.25.171.54,4,4,0.00,5.07,0.00,N/A
104.18.223.240,4,4,0.00,5.07,0.00,N/A
198.41.200.173,4,4,0.00,5.07,0.00,N/A
104.18.199.106,4,4,0.00,5.07,0.00,N/A
162.159.58.155,4,4,0.00,5.07,0.00,N/A
104.19.213.71,4,4,0.00,5.07,0.00,N/A
104.21.194.60,4,4,0.00,5.07,0.00,N/A
104.18.216.116,4,4,0.00,5.07,0.00,N/A
104.16.69.187,4,4,0.00,5.07,0.00,N/A
104.16.43.98,4,4,0.00,5.07,0.00,N/A
104.21.22.0,4,4,0.00,5.07,0.00,N/A
172.66.2.225,4,4,0.00,5.07,0.00,N/A
104.24.137.61,4,4,0.00,5.07,0.00,N/A
172.65.196.19,4,4,0.00,5.07,0.00,N/A
104.21.202.18,4,4,0.00,5.07,0.00,N/A
104.17.3.195,4,4,0.00,5.07,0.00,N/A
162.159.242.131,4,4,0.00,5.07,0.00,N/A
104.18.146.28,4,4,0.00,5.07,0.00,N/A
104.17.235.140,4,4,0.00,5.07,0.00,N/A
104.27.47.167,4,4,0.00,5.07,0.00,N/A
104.25.229.194,4,4,0.00,5.07,0.00,N/A
104.19.98.121,4,4,0.00,5.07,0.00,N/A
172.67.182.216,4,4,0.00,5.07,0.00,N/A
104.17.118.189,4,4,0.00,5.07,0.00,N/A
104.18.161.140,4,4,0.00,5.07,0.00,N/A
172.65.129.22,4,4,0.00,5.07,0.00,N/A
104.20.13.230,4,4,0.00,5.07,0.00,N/A
104.18.96.215,4,4,0.00,5.07,0.00,N/A
172.67.88.160,4,4,0.00,5.07,0.00,N/A
172.64.154.60,4,4,0.00,5.07,0.00,N/A
104.16.18.81,4,4,0.00,5.08,0.00,N/A
104.27.100.22,4,4,0.00,5.08,0.00,N/A
104.16.66.206,4,4,0.00,5.08,0.00,N/A
104.27.107.68,4,4,0.00,5.08,0.00,N/A
104.16.106.184,4,4,0.00,5.08,0.00,N/A
104.16.207.66,4,4,0.00,5.08,0.00,N/A
172.67.118.71,4,4,0.00,5.08,0.00,N/A
104.17.56.223,4,4,0.00,5.08,0.00,N/A
104.17.89.22,4,4,0.00,5.08,0.00,N/A
104.19.59.194,4,4,0.00,5.08,0.00,N/A
104.25.187.207,4,4,0.00,5.08,0.00,N/A
104.19.203.13,4,4,0.00,5.08,0.00,N/A
104.17.30.242,4,4,0.00,5.08,0.00,N/A
104.16.241.67,4,4,0.00,5.08,0.00,N/A
162.159.34.237,4,4,0.00,5.08,0.00,N/A
104.19.69.168,4,4,0.00,5.08,0.00,N/A
104.19.74.87,4,4,0.00,5.08,0.00,N/A
104.19.210.2,4,4,0.00,5.08,0.00,N/A
104.25.122.99,4,4,0.00,5.08,0.00,N/A
104.20.9.232,4,4,0.00,5.08,0.00,N/A
104.25.126.223,4,4,0.00,5.08,0.00,N/A
104.25.173.211,4,4,0.00,5.08,0.00,N/A
172.66.154.122,4,4,0.00,5.08,0.00,N/A
104.19.247.246,4,4,0.00,5.08,0.00,N/A
104.27.71.195,4,4,0.00,5.08,0.00,N/A
104.25.166.183,4,4,0.00,5.08,0.00,N/A
104.19.31.209,4,4,0.00,5.08,0.00,N/A
104.16.130.202,4,4,0.00,5.08,0.00,N/A
104.17.215.204,4,4,0.00,5.08,0.00,N/A
172.66.136.47,4,4,0.00,5.08,0.00,N/A
104.16.97.217,4,4,0.00,5.08,0.00,N/A
104.17.66.7,4,4,0.00,5.08,0.00,N/A
104.16.88.250,4,4,0.00,5.08,0.00,N/A
104.18.19.6,4,4,0.00,5.08,0.00,N/A
104.19.34.86,4,4,0.00,5.08,0.00,N/A
104.16.136.44,4,4,0.00,5.08,0.00,N/A
104.21.114.137,4,4,0.00,5.08,0.00,N/A
104.21.125.115,4,4,0.00,5.08,0.00,N/A
104.25.175.251,4,4,0.00,5.08,0.00,N/A
104.17.43.177,4,4,0.00,5.08,0.00,N/A
162.159.21.181,4,4,0.00,5.08,0.00,N/A
172.67.240.207,4,4,0.00,5.08,0.00,N/A
104.20.10.50,4,4,0.00,5.08,0.00,N/A
104.19.196.199,4,4,0.00,5.08,0.00,N/A
172.65.226.83,4,4,0.00,5.08,0.00,N/A
104.27.93.105,4,4,0.00,5.08,0.00,N/A
104.19.61.159,4,4,0.00,5.08,0.00,N/A
104.18.172.4,4,4,0.00,5.09,0.00,N/A
104.19.140.217,4,4,0.00,5.09,0.00,N/A
104.24.177.165,4,4,0.00,5.09,0.00,N/A
172.64.85.253,4,4,0.00,5.09,0.00,N/A
172.67.228.160,4,4,0.00,5.09,0.00,N/A
104.18.92.139,4,4,0.00,5.09,0.00,N/A
104.18.58.225,4,4,0.00,5.09,0.00,N/A
104.17.15.217,4,4,0.00,5.09,0.00,N/A
172.67.94.44,4,4,0.00,5.09,0.00,N/A
188.114.98.90,4,4,0.00,5.09,0.00,N/A
162.159.2.227,4,4,0.00,5.09,0.00,N/A
104.25.237.77,4,4,0.00,5.09,0.00,N/A
162.159.51.126,4,4,0.00,5.09,0.00,N/A
104.16.95.24,4,4,0.00,5.09,0.00,N/A
104.25.220.158,4,4,0.00,5.09,0.00,N/A
162.159.60.71,4,4,0.00,5.09,0.00,N/A
198.41.215.68,4,4,0.00,5.09,0.00,N/A
104.18.0.56,4,4,0.00,5.09,0.00,N/A
104.19.42.25,4,4,0.00,5.09,0.00,N/A
104.19.84.157,4,4,0.00,5.09,0.00,N/A
104.18.225.82,4,4,0.00,5.09,0.00,N/A
104.25.30.189,4,4,0.00,5.09,0.00,N/A
172.67.162.232,4,4,0.00,5.09,0.00,N/A
104.25.113.138,4,4,0.00,5.09,0.00,N/A
104.17.173.17,4,4,0.00,5.09,0.00,N/A
104.17.50.227,4,4,0.00,5.09,0.00,N/A
104.25.153.119,4,4,0.00,5.09,0.00,N/A
104.18.186.247,4,4,0.00,5.09,0.00,N/A
104.17.7.205,4,4,0.00,5.09,0.00,N/A
104.17.51.13,4,4,0.00,5.09,0.00,N/A
162.159.6.108,4,4,0.00,5.09,0.00,N/A
104.17.23.142,4,4,0.00,5.09,0.00,N/A
104.25.109.47,4,4,0.00,5.09,0.00,N/A
172.66.170.119,4,4,0.00,5.09,0.00,N/A
104.25.162.112,4,4,0.00,5.09,0.00,N/A
172.64.157.149,4,4,0.00,5.09,0.00,N/A
104.24.78.56,4,4,0.00,5.09,0.00,N/A
104.27.94.155,4,4,0.00,5.09,0.00,N/A
172.65.97.103,4,4,0.00,5.09,0.00,N/A
104.19.126.239,4,4,0.00,5.09,0.00,N/A
172.66.157.93,4,4,0.00,5.09,0.00,N/A
172.67.225.160,4,4,0.00,5.09,0.00,N/A
104.25.217.150,4,4,0.00,5.09,0.00,N/A
104.27.96.175,4,4,0.00,5.09,0.00,N/A
104.18.130.196,4,4,0.00,5.09,0.00,N/A
172.64.149.78,4,4,0.00,5.09,0.00,N/A
104.27.87.83,4,4,0.00,5.09,0.00,N/A
104.24.141.243,4,4,0.00,5.09,0.00,N/A
104.17.16.79,4,4,0.00,5.09,0.00,N/A
104.16.76.146,4,4,0.00,5.09,0.00,N/A
172.64.87.88,4,4,0.00,5.09,0.00,N/A
104.18.43.81,4,4,0.00,5.10,0.00,N/A
104.26.8.193,4,4,0.00,5.10,0.00,N/A
104.19.92.94,4,4,0.00,5.10,0.00,N/A
104.16.78.218,4,4,0.00,5.10,0.00,N/A
104.24.168.99,4,4,0.00,5.10,0.00,N/A
104.18.163.70,4,4,0.00,5.10,0.00,N/A
172.64.89.53,4,4,0.00,5.10,0.00,N/A
104.25.104.156,4,4,0.00,5.10,0.00,N/A
104.19.80.130,4,4,0.00,5.10,0.00,N/A
172.67.223.58,4,4,0.00,5.10,0.00,N/A
104.18.111.152,4,4,0.00,5.10,0.00,N/A
104.17.22.247,4,4,0.00,5.10,0.00,N/A
104.27.123.71,4,4,0.00,5.10,0.00,N/A
104.16.188.46,4,4,0.00,5.10,0.00,N/A
104.16.154.117,4,4,0.00,5.10,0.00,N/A
104.19.90.88,4,4,0.00,5.10,0.00,N/A
162.159.249.191,4,4,0.00,5.10,0.00,N/A
172.64.97.25,4,4,0.00,5.10,0.00,N/A
104.20.42.115,4,4,0.00,5.10,0.00,N/A
104.19.113.29,4,4,0.00,5.10,0.00,N/A
172.64.96.20,4,4,0.00,5.10,0.00,N/A
104.24.65.128,4,4,0.00,5.10,0.00,N/A
104.21.112.246,4,4,0.00,5.10,0.00,N/A
172.65.202.152,4,4,0.00,5.10,0.00,N/A
172.66.176.100,4,4,0.00,5.10,0.00,N/A
104.25.191.231,4,4,0.00,5.10,0.00,N/A
172.67.248.99,4,4,0.00,5.10,0.00,N/A
172.65.49.126,4,4,0.00,5.10,0.00,N/A
172.65.175.207,4,4,0.00,5.10,0.00,N/A
104.16.190.98,4,4,0.00,5.10,0.00,N/A
104.18.208.76,4,4,0.00,5.10,0.00,N/A
104.27.115.57,4,4,0.00,5.10,0.00,N/A
104.17.123.88,4,4,0.00,5.10,0.00,N/A
104.24.172.174,4,4,0.00,5.10,0.00,N/A
104.16.187.38,4,4,0.00,5.10,0.00,N/A
162.159.20.158,4,4,0.00,5.10,0.00,N/A
104.25.239.12,4,4,0.00,5.11,0.00,N/A
